id,Title,Content,Video Link,Case Study Link,Blog Post Link,Media / PR Link,Webinar Link
29951,Empire Life,,https://www.youtube.com/watch?v=t7WjTxf_pJ8,https://www.nutanix.com/resource/empire-life-moves-mainframe-web-scale/,https://www.nutanix.com/2015/04/16/moving-from-mainframe-to-web-scale-with-nutanix/,,
29952,NTT SmartConnect,,https://www.youtube.com/watch?v=BVmXyuvvfyU,https://www.nutanix.com/resource/ntt-smartconnect-builds-cost-effective-cloud-services-using-web-scale-converged-infrastructure/,,https://www.nutanix.com/2014/11/04/nutanix-enables-service-provider-ntt-smartconnect-to-bridge-the-gap-between-public-and-private-cloud,
29953,Yahoo! Japan,,,https://www.nutanix.com/resource/yahoo-japan-corporation-chooses-nutanix-vdi-environment/,,https://www.nutanix.com/press-releases/2015/03/05/yahoo-japan-corporation-improves-security-enhances-performance-nutanix/,
29956,Air Ambulance Service,,https://www.youtube.com/watch?v=r53IWm9Zmrw,,,,
29957,Direct One,,,https://www.nutanix.com/resources/marketing-cloud-firm-uses-hyper-converged-solution-to-process/,,,
29959,Shenzhen Airlines,,,https://www.nutanix.com/resource/shenzhen-airlines-cargo-chooses-nutanix-web-scale-infrastructure-for-mission-critical-operations,,,
29961,Bravissimo,,,,,https://www.nutanix.com/press-releases/2015/04/29/nutanix-proves-a-good-fit-for-bravissimo/,
29962,Fitness First,,https://www.youtube.com/watch?v=yucB91ZiG4I,,,https://www.nutanix.com/press-releases/2015/03/30/nutanix-goes-beyond-hardware-to-fast-track-fitness-first-to-the-cloud/,
29963,Hero,,,,,https://www.nutanix.com/press-releases/2014/12/02/hero-shapes-nutanix/,
29964,N2N Connect,,,,,https://www.nutanix.com/press-releases/2015/02/09/n2n-reduces-expenditures-50-percent-nutanix-solutions/,
29965,Sligro,,https://www.youtube.com/watch?v=uhtn0O233hY,,,https://www.nutanix.com/press-releases/2015/01/29/sligro-food-group-builds-software-defined-datacenter-nutanix-hyper-converged-infrastructure/,
29966,Surrey County Council,,,,,https://www.nutanix.com/press-releases/2014/12/11/surrey-county-council-redefines-local-government-nutanix/,
29967,Universitas,,,,,https://www.nutanix.com/press-releases/2014/05/15/universitas-chooses-nutanix-to-transform-its-datacenter/,
29968,EASY BUY,,,,,https://www.nutanix.com/press-releases/2015/05/07/easy-buy-outlines-it-strategy-based-on-web-scale-converged-infrastructure-from-nutanix/,
29969,Carenection,,,,,,
29970,Georgia Tech Research Institute,,,,,,
29971,IKEA,,,,,,
29972,Magna Housing Group,,,,,,
29974,Prescott College,,,,,,
29975,Houston Healthcare,,,https://www.nutanix.com/resource/nutanix-provides-rx-for-vdi-ailments-at-houston-healthcare/,,,
29976,City of Westfield,,,https://www.nutanix.com/resource/the-city-of-westfield-moves-all-municipal-applications-and-services-to-nutanix/,,,
29977,Automotive Data Solutions,,,https://www.nutanix.com/resource/automotive-data-solutions-migrates-to-acropolis/,,,
29978,Regina Catholic School Division,,,https://www.nutanix.com/resource/regina-catholic-school-division-chooses-nutanix-hyperconverged-infrastructure/,,,
29979,Schiller AG,,,https://www.nutanix.com/resource/nutanix-enables-schiller-ag-step-competition/,,,
29980,London Capital Group,,,https://www.nutanix.com/resource/london-capital-group-betting-on-a-converged-future/,,https://www.nutanix.com/press-releases/2016/06/02/london-capital-group-significantly-reduces-deal-time-with-nutanix-enterprise-cloud/,
29981,Texas A&M University System,,https://www.youtube.com/watch?v=aRNWF_NJ3xA,https://www.nutanix.com/resource/texas-university-system-graduates-nutanix/,,,
29982,Excelitas,,,https://www.nutanix.com/resource/excelitas-selects-the-nutanix-xtreme-computing-platform-for-mission-critical-applications/,,,
29983,Agilis Networks,,,https://www.nutanix.com/resource/agilis-networks-builds-business-to-business-applications-on-nutanix/,,,
29984,Airbus Defence & Space,,,,,,
29986,ASL Airlines France,,,https://www.nutanix.com/resource/asl-airlines-france-soars-to-an-efficient-future-with-nutanix/,,,
29988,Arizona State University (ASU),,,,,,
29990,Beedie Group,,,https://www.nutanix.com/resource/beedie-development-group-builds-solid-real-estate-empire-nutanix-hyper-converged-platform/,,,
29992,Bentleys,,,https://www.nutanix.com/resource/bentleys-australia-bentleys-leaps-from-server-to-desktopvirtualization-landing-firmly-on-nutanix/,,,
29994,Bermuda Commercial Bank Limited (BCB),,https://www.youtube.com/watch?v=ZxX6H5n3tHI,,,,
29996,Berry Street Australia,,https://www.youtube.com/watch?v=TZICm9Tra4A,,,,
29997,BigAir Group,,,,,,
29998,CA Technologies,,,,,,
30000,Cal Poly (California Polytechnic State University),,,,https://www.nutanix.com/2015/04/21/cal-poly-san-luis-obispo-getting-educated-at-next/,,
30002,California Institute of the Arts (CalArts),,,,,,
30004,California Office of Emergency Services (Cal OES),,,https://www.nutanix.com/resource/california-office-of-emergency-services-with-nutanix-california-office-of-emergency-services-supports-remote-office-operations-seamlessly/,,,
30006,Chun Yuan Steel Group,,,,,https://www.nutanix.com/press-releases/2015/01/07/nutanix-enables-taiwans-chun-yuan-steel-group-accelerate-revolutionize-virtual-desktop-environment-2/,
30007,City of Seattle,,https://www.youtube.com/watch?v=E4H9fExP4Ak,,,,http://go.nutanix.com/shape-up-your-datacenter-in-2015-erepublic-webinar.html
30009,Class Ltd.,,https://www.youtube.com/watch?v=x6aeyLOVroc,,,,
30010,Clark County,,https://www.youtube.com/watch?v=E3rJMbD2-X4,,,,http://go.nutanix.com/clark-county-webinar-video.html
30012,Corporation Service Company (CSC),,https://www.youtube.com/watch?v=yTcU576-XEo,,,,
30014,County of Cochise Arizona,,,https://www.nutanix.com/resource/cochise-county-cochise-county-virtualizes-with-web-scale-it-and-hyper-v/,,http://wordpress-30500-70828-192912.cloudwaysapps.com/press-releases/2014/05/13/cochise-county-virtualizes-with-nutanix-and-microsoft-to-reduce-datacenter-footprint-by-6x/,
30016,County of San Mateo,,https://www.youtube.com/watch?v=L3648lYeG10,https://www.nutanix.com/resource/san-mateo-county-relies-on-nutanix-infrastructure-and-global-services/,,,
30018,Credito Valtellinese Group,,,https://www.nutanix.com/resource/nutanix-xtreme-computing-platform-simplifies-the-management-of-credito-valtellineses-virtualised-environment/,,,
30020,Currie European Transport Ltd,,,https://www.nutanix.com/resource/nutanix-drives-a-new-era-at-currie-european-transport/,,,
30021,Doctors’ Center Hospital,,,https://www.nutanix.com/resource/doctors-center-hospitals-puerto-rico-standardizes-nutanix-xtreme-computing-platform/,,,
30023,Fairway Independent Mortgage Corporation,,,,https://www.nutanix.com/2015/04/17/building-a-bullet-proof-roi-with-nutanix/,,
30026,Federal Bureau of Investigation (FBI),,,,,,
30028,Federal Communications Commission (FCC),,,,,,
30029,Guilsborough School Academy Trust,,,https://www.nutanix.com/resource/guilsborough-school-guilsborough-school-upgrades-to-nutanix-for-a-fast-scalable-reliable-virtual-environment/,,,
30031,Helkama Emotor Oy,,,https://www.nutanix.com/resource/helkama-emotor-group-moves-up-a-gear-with-nutanix-converged-infrastructure/,http://wordpress-30500-70828-192912.cloudwaysapps.com/2016/10/25/helkama-emotor-group-heads-next-vienna-2016/,,
30033,Hallmark Business Connection,,,https://www.nutanix.com/resource/hallmark-business-connections-builds-next-generation-datacenter-using-nutanix-invisible-infrastructure/,,,
30034,Harris County,,https://www.youtube.com/watch?v=ZKmxL35_zrU,https://www.nutanix.com/resource/harris-county-texas-office-of-the-district-attorney-moves-to-nutanix-acropolis/,,,http://go.nutanix.com/harries-county-takes-datacenter-and-applications-to-the-next-level.html
30035,Hastings & Prince Edward Counties Health Unit,,,https://www.nutanix.com/resource/nutanix-gives-hastings-prince-edward-counties-health-unit-50-faster-vdi-performance-amazing-simplicity/,,,
30037,Hellmann Worldwide Logistics,,,,,https://www.nutanix.com/press-releases/2014/11/17/hellmann-australia-consolidates-infrastructure-with-nutanix/,
30038,Honda (of South Carolina),,,,,,
30040,IFC Global Logistics,,,,https://www.nutanix.com/2015/12/15/ifc-logistics-journey-to-invisible-infrastructure/,,
30042,Jabil Circuit,,,https://www.nutanix.com/resource/global-manufacturer-supports-growth-with-private-cloud-on-hyperconverged-platform,,,
30044,Joseph Chamberlain College,,,https://www.nutanix.com/resource/joseph-chamberlain-college-joseph-chamberlain-college-dramatically-improves-end-user-experience-and-infrastructure-agility-with-nutanix/,https://www.nutanix.com/2015/01/27/joseph-chamberlain-college-dramatically-improves-end-user-experience-infrastructure-agility-nutanix/,,
30046,"Leitner, Williams, Dooley & Napolitan PLLC (LWDN)",,,,,,
30048,Lenior City Utility Board (LCUB),,,https://www.nutanix.com/resource/nutanix-helps-the-lenoir-city-utilities-board-keep-the-lights-shining-brightly/,,,
30049,Maclean Technology,,,,,,
30050,Mary Kay China,,,http://wordpress-30500-70828-192912.cloudwaysapps.com/resource/mary-kay-china-builds-foundation-beautiful-future/,,,
30052,Maxis Group,,,,,,
30054,McKesson Health Solutions,,,,,,
30056,National Guard of the United States,,,,,,
30057,New Jersey School Boards Association,,,,,https://www.nutanix.com/press-releases/2014/05/07/nutanix-virtual-computing-platform-now-available-to-njedge-net-and-new-jersey-school-boards-association-members/,
30059,Northern Trust,,,,,https://www.nutanix.com/press-releases/2015/12/08/northern-trust-works-with-nutanix-to-build-platform-for-global-vdi-deployment/,
30060,Ntrepid,,https://www.youtube.com/watch?v=Xrlab2lrc_U,,,,
30062,O'Melveny & Myers LLP,,,https://www.nutanix.com/resource/omelveny-myers-law-firm-virtual-desktop-infrastructure/,,,
30064,Ohio National Guard,,,https://www.nutanix.com/resource/ohio-army-national-guard-virtual-desktop-infrastructure/,,,
30068,Performance Health Technology (PH Tech),,https://www.youtube.com/watch?v=A4t-cKYQ3iQ,https://www.nutanix.com/resource/ph-tech-simplifies-its-data-center-with-the-nutanix-complete-block-solution/,,,
30070,Pi (Benchmark),,,https://www.nutanix.com/resource/pi-upgrades-to-the-acropolis-hypervisor/,,,
30071,pwc,,,,,,
30073,SECOM Trust Systems,,,,,,
30075,Sirius Computer Solutions,,,,https://www.nutanix.com/2015/04/14/nutanix-blog-getting-sirius-about-next/,,
30077,Songklanagarind Hospital,,https://www.youtube.com/watch?v=iEkp1TSYnLY,https://www.nutanix.com/resource/songklanagarind-hospital-thailand/,,,
30079,St Luke's Health System,,https://www.youtube.com/watch?v=Vs45T4bb2_8,https://www.nutanix.com/resource/web-scale-platform-right-prescription-st-lukes-vdi-ailments/,https://www.nutanix.com/2015/04/24/saint-lukes-hospital-nutanix-update/,https://www.nutanix.com/press-releases/2015/02/19/st-lukes-healthcare-system-chooses-nutanix-citrix-virtual-desktop-expansion-acquisition-integration/,
30081,Subaru(Canada),,,,,,
30083,Tata Consultancy,,,,https://www.nutanix.com/2015/05/08/tata-consultancy-services-on-next-driving-success/,,
30084,The Riverside Company,,,https://www.nutanix.com/resource/riverside-for-riversides-server-and-storage-consolidation-nutanix-fits-like-a-glove/,,,
30086,Toyota Motor Sales (USA),,,,,,
30088,Trek Bikes,,,,https://www.nutanix.com/2015/04/22/trek-bicycle-cycles-off-to-next/,,
30091,University of California (UC) Riverside,,,,,,
30093,University of New South Wales (UNSW),,,,,,
30095,University of Waterloo Library,,,https://www.nutanix.com/resource/university-of-waterloo-chooses-nutanix-for-new-vdi-deployment/,,,
30097,"US Army Program Executive Office, Aviation (POE)",,,,,,
30098,US Department of Agriculture (USDA),,,,,,
30099,US Department of Defense (DOD),,,https://www.nutanix.com/resource/dod-dod-agency-builds-highly-scalable-desktop-as-a-service-on-nutanix/,,,
30101,US Department of Energy (DOE),,,,,,
30102,US Department of Health & Human Services (HHS),,,,,,
30103,US Department of Justice (DOJ),,,,,,
30104,US Department of the Interior,,,,,,
30105,US Department of the Navy (DON),,,,,,
30106,Vaudoise Insurance Group,,,,,https://www.nutanix.com/press-releases/2015/04/09/nutanix-hits-the-highs-and-sees-off-rival-in-trial-to-deliver-hyper-convergence-to-top-swiss-insurer/,
30107,Washington Health Benefit Exchange,,,https://www.nutanix.com/resource/washington-health-benefit-exchange-washington-health-benefit-exchange-meets-affordable-care-act-targets-by-building-on-nutanix-platform/,,,
30109,Williams Formula 1,,,http://go.nutanix.com/rs/031-GVQ-112/images/williams-f1.pdf,,,
30110,Wind River Systems,,,,,,
30112,Yahoo!,,,,,,
30442,Louisiana Department of Insurance Relies on Nutanix,,,https://www.nutanix.com/resource/louisiana-department-of-insurance-relies-on-nutanix/,,,
31076,Pusateri's Fine Food,,,https://www.nutanix.com/resource/pusateris-fine-foods-shops-new-storage-devastating-fire/,,,
31271,Mellanox,,,https://www.nutanix.com/resource/mellanox-technologies-nutanix-perfect-partnership/,,,
31482,Elenia,,,https://www.nutanix.com/resource/elenia-builds-smarter-power-distribution-grid-nutanix-invisible-infrastructure/,,,
31487,NTT DATA,,,http://wordpress-30500-70828-192912.cloudwaysapps.com/resource/nutanix-simplifies-operations-accelerates-performance-reduces-datacenter-costs-ntt-data/,,,
31598,PXP Solutions,,,http://wordpress-30500-70828-192912.cloudwaysapps.com/resource/nutanix-platform-rewards-payment-solutions-provider/,,,
31815,Valpak,,https://www.youtube.com/watch?v=Su4Zjx-bXco,http://wordpress-30500-70828-192912.cloudwaysapps.com/resource/valpak-loads-on-the-savings-and-agility-with-enterprise-clouds/,,,
31911,CarePoint Health,,https://www.youtube.com/watch?v=qCrFXqjS7jw,,,,
32294,Q9,,https://www.youtube.com/watch?v=fbVY2elIAZg,http://wordpress-30500-70828-192912.cloudwaysapps.com/resource/q9-builds-private-cloud-service-nutanix/,,http://wordpress-30500-70828-192912.cloudwaysapps.com/press-releases/2016/08/31/q9-delivers-scalable-private-cloud-services-nutanix-enterprise-cloud-platform/,
32308,Ulta Beauty,,,,,,
32386,Kazakhtelecom,,,http://wordpress-30500-70828-192912.cloudwaysapps.com/resource/jsc-kazakhtelecom-upgrades-nutanix/,,,
32552,UCS,,,https://www.nutanix.com/resource/ucs-solutions-deploy-invisible-infrastructure/,,,
32564,Relationships Australia New South Wales,,https://www.youtube.com/watch?v=pLBFtI2Zshs,,,,
32661,Coleg Gwent,,,http://wordpress-30500-70828-192912.cloudwaysapps.com/resource/end-san-woes-coleg-gwent-switches-nutanix/,,,
32668,Akron Public Schools,,,http://wordpress-30500-70828-192912.cloudwaysapps.com/resource/akron-public-schools-selects-nutanix/,,,
32765,Cardlytics,,https://www.youtube.com/watch?v=0tD_QhONa5I,,,,
32851,Millennia Computer Services,,,http://wordpress-30500-70828-192912.cloudwaysapps.com/resource/zero-downtime-service-provider-comes-back-nutanix/,,http://wordpress-30500-70828-192912.cloudwaysapps.com/press-releases/2016/08/17/nutanix-delivers-enterprise-cloud-disaster-recovery-expanding-hosting-provider/,
32930,Polycab,,,http://wordpress-30500-70828-192912.cloudwaysapps.com/resource/cable-manufacturer-powers-virtual-success-nutanix/,,https://www.nutanix.com/press-releases/2016/10/24/nutanix-improves-datacentre-efficiency-indias-leading-cable-manufacturer/,
32969,Cardinal Innovations,,,https://www.nutanix.com/resource/cardinal-innovations-healthcare-standardizes-nutanix-workloads-use-cases/,,https://www.nutanix.com/press-releases/2016/10/26/cardinal-innovations-healthcare-leverages-nutanix-enterprise-cloud-platform-overcome-legacy-datacenter-challenges/,
32986,"Hokuhoku Financial Group, Inc.",,,http://wordpress-30500-70828-192912.cloudwaysapps.com/resource/nutanix-selected-wide-area-regional-financial-group-japan/,,,
33251,TBConsulting,,,http://wordpress-30500-70828-192912.cloudwaysapps.com/resource/tbconsulting-partners-nutanix-rapidly-expanding-vdi-environment/,,,
33255,Micro Logic,,,http://wordpress-30500-70828-192912.cloudwaysapps.com/resource/micro-logic-launches-new-public-cloud-offering-nutanix/,,,
33407,OGD ict-diensten,,,,http://wordpress-30500-70828-192912.cloudwaysapps.com/2016/11/02/ogd-heads-next-emea-2016/,,
33410,Turtle Entertainment,,,,http://wordpress-30500-70828-192912.cloudwaysapps.com/2016/10/20/turtle-entertainment-heads-next-vienna-2016/,,
33426,WD-40,,,https://www.nutanix.com/resource/nutanix-oils-path-hyperconvergence-wd-40-emea/,,http://wordpress-30500-70828-192912.cloudwaysapps.com/press-releases/2016/11/22/nutanix-enterprise-cloud-platform-transforms-datacentre-wd-40-emea/,
33450,Banca Popolare di Sondrio,,,,,,
33568,Flight Centre,,,,,http://wordpress-30500-70828-192912.cloudwaysapps.com/press-releases/2016/10/19/flight-centre-nz-soars-nutanix/,
33571,Ikomm,,,,,http://wordpress-30500-70828-192912.cloudwaysapps.com/press-releases/2016/06/27/nutanix-enterprise-cloud-solution-to-power-major-growth-at-ikomm/,
33593,Spirit Airlines,,,,,http://wordpress-30500-70828-192912.cloudwaysapps.com/press-releases/2016/05/11/spirit-airlines-records-zero-it-issues-during-peak-travel-season-with-nutanix/,
33597,L'Oreal,,https://www.youtube.com/watch?v=3a83CY_FjSw,,,,
33603,AccorHotels,,https://www.youtube.com/watch?v=3a83CY_FjSw,,,,
33613,American Red Cross,,https://www.youtube.com/watch?v=ug1OFytQixk,,,,
33615,FOND OF BAGS,,https://www.youtube.com/watch?v=IE_0Q7lEUrw,,,,
33617,ASP Serveur,,https://www.youtube.com/watch?v=GM88A8-pyjk,,,,
33775,Nasdaq,,https://www.youtube.com/watch?v=wkctAWRx_6Y,https://www.nutanix.com/resource/nasdaq-selects-nutanix-ahv-built-virtualization-rapidly-growing-splunk-environment/,,,
